unique_key,lang,link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Norse_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Ancient_Civilizations/Norse,2,"Green land mein aabadi bahut kam thee. nors sagas mein woh kehtay hain keh airak the red ko qatal key jurm mein iceland say darbadar kiya gayaa thaa, aur mazeed maghrib kee  taraf safar kartay hoay sabzah zaar milaa aur uss kaa naam green land rakh diyaa- Lekin uss kee driyaft say qataa nazar uss waqat schemo qabail pehle hee say vahan abad they. Agarcha harr mulk apni jagah 'scandy neween' hay taham denmark, sweedon, norway aur iceland key maa bain awaam, hukkaam, aaraaf, aur tawarikh key mutaddid ikhtelafat mojud hain.",Greenland mein sabsey pahley kon moqim huey thay?,Eskimo qabail,Norwegians,Erik the Red,Swedes ,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Asia/Bhutan,2,"Drick gail paaro zilay key (phony gaon mein balayi hissay mein eek budh mazhab kee khanqah aur tabaah shudah qilah hay. Aisa kahaa jaataa hay keh 1649 mein, zabdarang nigawang namgil nay tibbati mangol afwaj key khelaaf apni fateh kee yaadgaar key tor parr faseel kee tameer karwayi thee- 1951 mein aag lagnay say drikgiyal dzong key mahaz chand nawadir hee baaqi rahay, maslaan zabdring nigawang kee shabiah. Qilay ko aatish zany key baad mahfuz kiya gayaa, woh bhutaan kaa eek sab say ziyadah sansani khaiz maqaam rah gayaa.",Konsa bayaniyah durust tor parr Drukgyal Dzong mein aag key natijah ki wazahat karta hay?,Akeli bachi hui baqiyat Zhabdrung Ngawang Namgyal ki tasweer thee,Tibbat ki mongol fojein faateh theen,Kashish ki shohrat motassir nahein hui thee,Isko Zhabdrung Ngawang Namgyel ney mahfooz kiya thaa,3,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Biology/Origin_of_Life_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Biology/Origin_of_Life,2,"Jab jandaron kaa eek chhota garoh (eek chhoti aabadi) bary aabadi say alaihedah ho jaataa hay(jaisa keh agar woh eek pahadi hadd yaa daryaa parr say chalay jayein, yaa agar woh eek nayey jazeeray par chalay jayein phir woh aasani say wapas nahein aasakte) woh aksar khud ko guzashta kee nisbat eek mukhtalif maahaul mein payein gay. Nayey maahaul mein mukhtalif tarz key masadir aur mukhtalif munafiseen hain. lehaza aabadi ko purr zor munafisat kee gharz say mukhtalif tarz key features yaa tatbiaat kee zaroorat hogi beh nisbat unn key jinn key woh saabiq mein zaruratmand they. Asl aabadi mein bilkul bhee tabdeeli waaqa nahein hoyee hay, inhein abb bhee usee mutabiqat kee zaroorat hay jaisa keh pehle thee. Waqt guzarnay key saath saath, jaisa keh nayi aabadi apnay nayey maahaul mein dhalti hay, woh aahista aahista deegar aabadi kee tarah kam dikhnay lagte hain. Aakhir kaar, hazaaron yaa shayed laakhon saal baad, yeah donon aabadiyan itnee mukhtalif nazar aayen gee keh inn ko eek hee naw mein shumaar nahein kiya jasakta. Ham iss amal ko takhsis kehtay hain, jis kaa matlab sirf nayi parjatiyon kee tashkil hay. takhsis eek naguzir natijah aur irteqa kaa eek bahut ahem hissah hay.",Darjah zail konsa bayaniyah takhsees key marhalah ki durust tor parr wazahat karta hay? ,Yeah uss waqt waqea hota hay jabb koyi nayi aabadi mowafiqat karney key qaabil na ho,Yeah irteqaa key marhalah ka ahem pahlu hay,Yeah nayi parjatiyon ki tashkeel ka hawalah deta hay,Iska woqoo naguzer hay,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Biology/Systems/Circulatory_System_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Biology/Systems/Circulatory_System,2,"Doraan khoon key nizam kaa ahem azw dil hay, jo khoon ko pump karta hay. Khoon dill say eek aise tube mein jaataa hay jis ko arteries kehtay hain aur vahan say dill kee taraf eek aise tube mein aata hay jis ko vein kehtay hain. sab say chhote tube ko kaapi lareez kehtay hain.",Konsey tube gardish system mein sabsey chotey hein?,Bareek royein,Sharyanein,Ragein,Aaza,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Europe/Luxembourg_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Europe/Luxembourg,2,Luxemberg kee eek taweel tareekh hay lekin uss kee aazadi 1839 say hay. Belgium key aaj key dor key hissay maazi mein lagzambarg kaa hissah they lekin 1830 key inqilabi belgium key baad belgium mein shaamil ho gaye. Lagzeemborg nay hameshah eek ghairjanibdar mulk rehney kee koshish kee hay magar uss parr jang azeem awwal aur jang azeem doim mein germani nay qabzah kiya thaa. 1957 mein lagzamberg uss tanzeem kaa baanee rukn banaa jisay aaj europi union key naam say jaana jaataa hay.,Darjah zail mein sey kiska Luxembourg ki gair jaanibdari ko motassir kiya thaa?,Jarmani ka qabzah,European Union mein shaamil hona,Belgian ka inqilaab,Aazad mulk bananaa,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Europe/Turkey_1,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Europe/Turkey,1,"Europi turki (balqaan jazirah numa mein mashriqi threes yaa romilia) mein mulk kaa 3% hissah shaamil hay- Turki kaa raqbah 1600 kelometer (1,000 meel) say ziyadah lamba aur 800 kelometer (500 meel) chodaa hay. yeah motay tor say mustatil shakal kaa hay. Turki kaa raqbah bashomool jheel, 783562 morabbaa kelometer (300948 morabbaa meel) parr moheet hay, jis mein say 755688 morabbaa kelometer (291773 morabaa meel) jonub maghribi asia mein aur 23764 morabbaa kelometer (9174 morabbaa meel) europ mein hay. Raqbah key lehaaz say turki duniya kaa 37 van badaa mulk hay, uss kaa raqbah france aur bartaniah key majmuyi raqbah key baraabar hay. Turki ko teen atraaf say samundaron nay ghera huwa hay: maghrib kee taraf aijian samundar, shumaal kee jaanib bahre asuad aur jonub kee jaanib bahirah Rome.",Turkii key kul elaaqah mein sey kitna morabbah kilometer Europe mein hay?,9174,755688,1600,23764,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Europe/Vatican_City_1,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Europe/Vatican_City,1,"Vetican city kee aabadi taqriban 800 hay. yeah duniya kaa sab say chhota azad mulk hay jis kee aabadi kamtareen hay. Vetican city apni qanoon saazi aur daftari mawasilat mein atalvi zubaan istemaal karti hay. Atalian bhee rozmarrah boli jaaney waali zubaan hay jisay kaafi saare log jo riyasat mein kam kartay hain, istemaal kartay hain jabkeh laatini zubaan aksar mazhabi taqribaat mein istemaal hoti hay. Vetican city key tamaam rehaishi roman catholic hain.",Vatican shahar mein kiskey liye latini zubaan istemaal hoti hay?,Mazhabi taqribaat,Roz marrah ki mowasilat,Qanoon saazi,Daftari mowasilat,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Computer_1,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Computer,1,"Aaj key dor mein computer kaa istemaal tasveeron aur video mein khurd burd karnay key liye istemaal hota hay. Computers parr nafasat say animations banayi jaa sakti hain, aur tellivision aur filmo mein iss qism kee animations key istemaal mein izafah ho rahaa hay. Mausiqi ko omuman pechidah computers kaa istemaal karkay record kiya jaataa hay taakeh aawazon par mazeed kam kiya jaye aur unhein aapas mein milaya jaye.","Ebarat key hisaab sey, darjah zail mein sey kisko umdah computeron parr aawaz khalt malt karney sey faayedah hota hay?",Mosiqi,Harkat andaziyan,Tasaaveer,Tameer,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Flush_Toilet,2,"""Hadapah aur mohan jodaro key shehron key taqriban harr ghar mein flush baitul khala thaa, jo eek taraqqi yaaftah sevage nizam say munsalik thaa. Yunaan mein crate aur satureeni key minowai shehron key gharon mein sevage nikasi key nizam key baqiyat paaye gaye hain. Tahaarat khaaney qadeem misar, persia aur cheen mein bhee huwa kartay they. """"roman tehzeeb mein kabhi kabhaar toilet uss sarkari ghusal khaaney kaa hissah huwa kartay they jahaan mardo khwateen saath rehaa kartay they.""",Darjah zail kiss mahalle waqoo mein taraqqi yaaftah naalon key nezaam paye jatey thay?,Harappa,Santorini,Misr ,Cheen,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser_1,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:How_Things_Work/Laser,1,"""Apni sabqah energy level tak wapas lotnay key liye inn ko uss faazil energy ko khalaas karnaa hoga inhon nay roshni say hasill kiya. woh roshni key eek chhote zarray ko jisay""""photoon"""" kahaa jaataa hay, paida karr key aisa kartay hain. Sciencedan iss amal ko """"shuaa kaa mutaharrik ikhraaj"""" kehtay hain keunkeh chamakdar roshni key zariah zarraat mutaharrik hotay hain, jiski wajah say ziyaa kaa photoon khaarij hota hay, aur roshni shuaa kee eek qism hay- Agli tasveer atom ko photoon kaa ikhraaj kartay hoay dikhati hay. yaqeenan photoon haqeeqat mein unn say bahut chhoti hain jo woh tasveer mein dikhti hain. Photoons unn anaasir say bhee chhote hotay hain jo atoms kee tashkil kartay hain!""","Ebarat key hisaab sey, konsa tariqah kaar hay jo atoms ko roshni sey ziyadah energy ko khatam karney ki ijazat deta hay?",Taabkari ,Photons ka hausalah afzaa ikhraaj,Photon,Taabkari ka hausalah afzaa ikhraaj,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Languages/Estonian,2,"""15 vein sadee key aiss paas, saqafati tor parr shumali astonia germani key zer asar thaa. Kuchh german raahib vahan key maqami logon ko khudaa key qareeb laana chahte they, isliye unhon nay astonia kee lughawi zubaan eejaad kee- Yeah german horoof tahajji parr mabni thaa aur eek haraf """"o/o"""" bhee shaamil kiya gayaa. Jaise jaise waqt guzarta gayaa, bahut say alfaz jo german zubaan say liye gaye they, woh ghul mill gaye. yeah roshan khayali key dor kaa aaghaz thaa.""",Estonia ki zubaan kiss cheez sey motassir hui thee?,Harf Õ/õ,Jarmani horrufe tahajji,Jarmani rahib,Khuda,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon_1,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:Solar_System/Moon,1,Chand kee satah chatanon aur gard say banny hay. chand kee beruni satah parat kahalati hay. Yeah crust nazdiki jaanib taqriban 70 kelometer dabiz hay aur doosri jaanib 100 kelometer dabiz hay. Yeah maariyah key neechey patla aur pahadi elaqon key neechey motaa hay. Nazdiki kanarah mein aatish fashaan jaise aur chataan ho saktay hain keunkeh kanarah bahut patli hay. aur laawa key liye satah tak buland honaa aasaan thaa.,"Ebarat key hisaab sey, darjah zail konsa bayaniyah chaand key baahari parat ki durust tor parr wazahat karta hay?",Side key paas waley mein ziyadah mota crust hay,Ooncheyt hisson key taht crust ziyadah patla hota hay,Door ki side mein kam maria ho skati hay,Ooncheyt hisson key taht kam maria ho skati hay,3,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:South_America/The_Amazon_2,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:South_America/The_Amazon,2,"Amazon nadi doosri sab say lambi aur zameen kee sab bary nadi hay. ismein doosri sab say bary nadi key muqabilay 8 gunaa paani behta hay. Amazon satah zameen parr sab say chaudaa daryaa bhee hay. kahein kahein uss kee chaudayi chh meel hay. Kurah arz key driyaon mein say nikal karr samundaron mein jaaney waala pooraa 20 feesad paani amazon say aata hay. Asl daryaae amazan 6,387 kelometer (3,980meel) lambi hay. uss mein hazaaron chhote driyaon say paani bah karr jamma hota hay.",Konsi tareef Amazon darya sey mansub nahein hay?,Yeah doosri sabsey lambi darya hay,Yeah sabsey badi darya hay,Yeah sabsey lambi darya hay,Yeah sabsey choudi darya hay,3,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti_1,urd_Latn,https://en.wikibooks.org/wiki/Wikijunior:World_Heritage_Sites/Serengeti,1,"Barishon keliye shumali pahadiyon say maaraa nadi ko obur kartay hoay, harr saal october key aas paas taqriban 1.5 millin chara khor maveshi shumali medanon kaa rukh kartay hain- Aur phir maghrib key raastay wapas mashriq kee taraf baarish key baad april key aas paas dobarah maaraa nadi ko obur kartay hoay. Sarangeti elaqon mein sarangeti national park, tanzaniah kaa wangoro conservation elaqah aur maaswa game reserve aur kenya kaa maasayi maaraa national reserve shaamil hain-","Ebarat key hisaab sey, barishon key hosul mein sabzah khor janwar kahaan sey safar kartey hein?",Maghribi maidaani elaqey,Shumaali pahadiyaan,Jonubi maidaani elaqey,Maghribi pahadiyaan,2,urd_Latn,2023-07-21
